watch_id,user_id,show_id,watch_date,watch_duration,rating_given
3168,99,268,2025-09-16,107,3
3169,62,197,2024-02-11,135,5
3170,145,170,2024-02-28,81,5
3171,292,115,2024-10-19,107,5
3172,23,36,2024-04-02,154,3
3173,490,277,2025-08-19,20,1
3174,243,329,2024-11-28,84,3
3175,310,232,2024-08-26,97,4
3176,443,54,2025-04-17,86,2
3177,120,133,2024-06-18,98,1
3178,297,52,2024-11-08,137,5
3179,389,282,2024-11-05,143,5
3180,37,226,2024-07-15,82,2
3181,37,219,2024-07-15,55,4
3182,56,2,2025-12-29,158,4
3183,95,16,2025-06-02,96,5
3184,24,171,2024-09-11,133,2
3185,532,333,2025-02-04,160,1
3186,471,73,2024-03-18,95,5
3187,516,195,2024-04-05,73,5
3188,389,245,2024-07-29,146,4
3189,413,103,2025-02-10,158,4
3190,30,9,2025-11-28,78,2
3191,50,16,2024-07-05,36,5
3192,503,121,2025-12-13,146,3
3193,505,160,2025-07-08,110,5
3194,505,174,2025-07-08,143,5
3195,505,142,2025-07-08,91,4
3196,505,132,2025-07-08,96,4
3197,505,191,2025-07-09,151,3
3198,247,141,2024-02-03,109,4
3199,281,213,2025-12-29,74,4
3200,109,44,2024-06-21,108,1
3201,106,303,2024-09-16,161,3
3202,106,43,2024-09-16,118,2
3203,106,26,2024-09-16,118,2
3204,106,85,2024-09-16,16,4
3205,106,208,2024-09-16,31,2
3206,408,322,2025-06-02,46,2
3207,274,180,2024-07-22,105,5
3208,363,8,2025-03-10,146,5
3209,141,258,2024-06-02,58,2
3210,102,159,2025-03-31,77,5
3211,333,258,2025-10-08,161,3
3212,88,115,2025-01-04,65,3
3213,20,341,2025-06-24,17,1
3214,431,224,2025-05-13,109,5
3215,364,65,2025-03-14,45,5
3216,364,217,2025-03-14,130,4
3217,364,10,2025-03-14,165,5
3218,364,55,2025-03-15,28,1
3219,364,193,2025-03-15,110,4
3220,364,72,2025-03-15,97,4
3221,167,315,2025-06-10,81,4
3222,477,188,2024-04-15,127,4
3223,77,222,2024-09-02,159,5
3224,296,231,2025-12-23,67,5
3225,207,277,2025-05-09,121,5
3226,128,191,2024-02-19,161,2
3227,85,13,2025-07-27,129,5
3228,535,44,2024-01-03,108,5
3229,264,227,2025-12-30,143,2
3230,311,313,2024-11-05,139,4
3231,345,326,2024-07-08,50,3
3232,508,31,2024-02-27,101,3
3233,98,304,2025-10-27,143,5
3234,62,117,2025-11-12,162,5
3235,221,259,2025-01-04,48,2
3236,112,347,2024-01-02,62,4
3237,22,140,2024-09-08,163,2
3238,446,279,2025-08-16,60,1
3239,528,263,2025-05-31,139,4
3240,420,211,2025-02-23,66,2
3241,325,185,2025-03-13,47,3
3242,106,30,2025-05-25,86,5
3243,63,134,2024-07-02,165,2
3244,262,36,2025-01-15,67,3
3245,41,151,2024-08-20,104,4
3246,491,213,2024-05-08,145,5
3247,64,281,2025-01-01,27,1
3248,445,171,2024-09-21,136,3
3249,144,224,2024-08-12,83,1
3250,235,344,2025-12-16,96,3
3251,35,69,2025-04-01,58,2
3252,527,65,2024-10-14,132,5
3253,13,268,2024-08-12,58,2
3254,432,295,2025-01-29,160,2
3255,310,328,2025-12-08,149,5
3256,446,282,2024-11-26,147,4
3257,543,173,2024-07-28,17,1
3258,468,317,2025-11-24,91,2
3259,523,61,2025-08-18,73,1
3260,12,36,2025-03-20,98,5
3261,507,328,2024-04-05,141,4
3262,92,94,2024-01-01,39,3
3263,106,292,2024-09-04,102,4
3264,106,215,2024-09-04,142,2
3265,106,84,2024-09-05,154,3
3266,106,347,2024-09-05,97,1
3267,106,75,2024-09-05,164,5
3268,106,142,2024-09-05,98,5
3269,172,123,2025-02-03,28,2
3270,518,196,2025-07-31,82,3
3271,35,296,2024-11-05,28,4
3272,158,311,2024-11-07,155,2
3273,366,233,2025-10-07,148,5
3274,203,293,2025-02-28,151,5
3275,111,288,2025-05-17,31,4
3276,111,195,2025-05-17,140,4
3277,111,199,2025-05-17,143,1
3278,111,288,2025-05-17,20,3
3279,111,222,2025-05-18,81,4
3280,515,216,2025-03-31,121,3
3281,220,97,2025-02-08,143,5
3282,400,94,2025-09-14,37,2
3283,416,216,2024-06-30,100,3
3284,66,281,2024-02-16,124,1
3285,66,58,2024-02-16,103,4
3286,66,91,2024-02-16,20,3
3287,66,72,2024-02-16,100,5
3288,415,55,2024-12-25,151,1
3289,310,96,2025-09-08,161,5
3290,310,66,2025-09-08,110,3
3291,310,9,2025-09-08,131,3
3292,310,66,2025-09-08,19,2
3293,302,11,2024-04-06,56,5
3294,303,182,2025-08-15,74,4
3295,345,292,2025-11-18,134,2
3296,345,60,2025-11-18,71,5
3297,152,243,2024-07-27,159,1
3298,433,99,2024-08-13,90,5
3299,433,167,2024-08-13,97,4
3300,433,320,2024-08-13,141,4
3301,433,274,2024-08-13,119,4
3302,70,76,2024-07-04,99,5
3303,398,45,2025-01-14,140,4
3304,65,295,2024-05-04,156,4
3305,227,321,2024-07-05,52,5
3306,139,291,2024-08-14,141,5
3307,139,88,2024-08-14,144,5
3308,111,260,2025-07-14,88,5
3309,223,5,2025-02-18,122,5
3310,223,317,2025-02-18,133,5
3311,263,141,2024-08-29,115,1
3312,263,258,2024-08-29,62,3
3313,263,36,2024-08-29,59,5
3314,263,191,2024-08-29,98,5
3315,357,185,2024-02-11,155,4
3316,17,308,2025-01-02,110,4
3317,547,260,2025-02-19,120,5
3318,293,188,2025-06-21,136,3
3319,15,239,2025-01-31,119,2
3320,15,149,2025-01-31,94,2
3321,15,206,2025-01-31,50,4
3322,15,324,2025-01-31,153,1
3323,406,291,2024-06-10,78,5
3324,510,62,2024-05-31,165,4
3325,35,15,2025-06-19,116,5
3326,35,231,2025-06-19,116,5
3327,35,224,2025-06-19,27,2
3328,528,313,2025-02-27,154,3
3329,154,318,2025-12-29,52,3
3330,154,120,2025-12-29,105,5
3331,154,15,2025-12-29,66,5
3332,154,319,2025-12-29,158,5
3333,202,97,2025-10-12,17,3
3334,99,319,2025-03-13,58,5
3335,530,311,2025-10-30,109,1
3336,530,340,2025-10-30,63,5
3337,223,285,2025-04-29,41,2
3338,308,349,2025-06-29,110,3
3339,191,139,2024-07-26,93,4
3340,191,64,2024-07-26,99,4
3341,191,138,2024-07-26,103,4
3342,485,319,2025-12-26,159,5
3343,458,173,2024-02-26,50,4
3344,458,240,2024-02-27,23,3
3345,458,36,2024-02-27,60,5
3346,458,202,2024-02-27,85,1
3347,397,350,2024-12-30,37,3
3348,397,330,2024-12-30,146,5
3349,397,21,2024-12-30,116,2
3350,397,185,2024-12-30,127,1
3351,397,269,2024-12-30,73,5
3352,211,348,2024-11-05,161,4
3353,365,270,2025-02-27,45,4
3354,55,93,2024-05-13,97,4
3355,225,101,2025-05-17,91,1
3356,330,192,2025-03-25,61,5
3357,330,338,2025-03-25,50,4
3358,330,204,2025-03-25,70,4
3359,227,192,2025-02-24,161,2
3360,159,345,2025-12-04,47,4
3361,159,56,2025-12-04,103,4
3362,137,190,2024-08-08,56,3
3363,442,193,2025-11-09,104,4
3364,238,227,2024-09-15,144,4
3365,238,23,2024-09-15,125,4
3366,158,165,2024-07-04,81,3
3367,20,63,2025-12-28,163,4
3368,359,56,2025-07-19,133,3
3369,203,135,2024-08-01,92,3
3370,473,68,2025-05-19,42,2
3371,317,231,2025-09-01,16,4
3372,317,225,2025-09-01,132,5
3373,317,269,2025-09-01,132,5
3374,118,162,2024-01-29,109,4
3375,1,53,2024-07-22,144,4
3376,1,301,2024-07-22,120,2
3377,1,304,2024-07-23,31,3
3378,1,26,2024-07-23,66,5
3379,92,26,2025-05-07,143,4
3380,237,91,2024-07-04,63,3
3381,186,256,2024-08-17,90,5
3382,372,268,2025-04-25,43,3
3383,161,291,2025-05-15,149,2
3384,478,267,2024-07-29,52,2
3385,349,327,2025-07-19,130,3
3386,356,194,2025-05-05,122,3
3387,509,289,2024-07-24,114,4
3388,509,172,2024-07-24,126,3
3389,509,167,2024-07-24,103,5
3390,81,153,2025-10-05,74,3
3391,133,24,2025-01-08,156,5
3392,537,90,2024-11-18,126,5
3393,358,162,2024-02-03,163,4
3394,413,191,2024-07-10,48,1
3395,284,52,2024-01-30,20,3
3396,396,21,2025-12-24,24,3
3397,529,101,2025-06-29,40,4
3398,438,173,2025-02-07,23,4
3399,202,168,2025-08-07,60,5
3400,291,98,2024-03-12,75,4
3401,547,338,2024-12-01,129,4
3402,547,67,2024-12-01,100,5
3403,547,70,2024-12-01,111,4
3404,547,82,2024-12-01,48,4
3405,350,209,2025-11-15,137,4
3406,350,131,2025-11-15,151,5
3407,350,72,2025-11-15,93,3
3408,350,66,2025-11-15,84,2
3409,350,80,2025-11-15,145,4
3410,305,146,2024-04-14,43,1
3411,518,30,2024-01-12,40,5
3412,373,312,2025-03-13,138,5
3413,373,338,2025-03-13,95,5
3414,373,338,2025-03-13,44,3
3415,337,197,2025-12-07,93,4
3416,11,135,2025-04-07,30,4
3417,85,336,2025-06-15,32,4
3418,324,17,2024-01-25,117,2
3419,351,108,2025-09-26,56,1
3420,134,7,2025-09-04,25,4
3421,367,134,2025-02-13,152,3
3422,362,345,2024-03-02,88,5
3423,366,111,2025-07-25,138,2
3424,40,33,2025-12-10,85,5
3425,34,194,2024-02-27,136,4
3426,498,160,2024-07-28,100,3
3427,108,291,2024-03-27,23,3
3428,282,155,2025-08-23,116,2
3429,479,36,2025-06-24,135,1
3430,434,325,2025-09-27,156,5
3431,16,318,2024-10-28,62,1
3432,140,134,2024-10-22,126,5
3433,423,323,2024-12-26,77,3
3434,138,124,2024-12-03,133,2
3435,185,218,2025-12-26,62,4
3436,255,188,2024-02-09,116,4
3437,292,88,2024-11-13,95,3
3438,350,258,2025-05-15,73,5
3439,462,93,2024-01-22,24,3
3440,495,91,2024-03-05,105,2
3441,51,211,2025-01-08,113,5
3442,51,196,2025-01-08,85,4
3443,51,326,2025-01-08,154,4
3444,425,341,2024-12-30,134,2
3445,425,188,2024-12-30,81,4
3446,425,131,2024-12-30,90,2
3447,425,261,2024-12-30,120,4
3448,48,49,2024-09-05,136,5
3449,359,241,2024-01-26,81,2
3450,210,177,2024-06-14,156,5
3451,223,198,2025-05-26,127,3
3452,65,218,2025-09-21,122,5
3453,443,154,2024-10-06,81,3
3454,191,50,2025-02-18,34,2
3455,31,126,2025-10-25,125,4
3456,453,317,2025-10-28,108,3
3457,173,197,2025-06-23,28,4
3458,343,127,2024-11-30,148,3
3459,157,158,2025-08-20,145,4
3460,429,77,2024-03-06,88,2
3461,140,33,2025-07-27,99,4
3462,277,146,2025-11-22,136,5
3463,277,64,2025-11-22,65,3
3464,277,193,2025-11-22,35,5
3465,461,290,2025-10-29,70,1
3466,362,298,2024-05-14,147,3
3467,425,337,2024-02-07,102,5
3468,182,139,2024-06-03,82,5
3469,182,165,2024-06-03,143,2
3470,182,171,2024-06-03,16,3
3471,182,182,2024-06-03,110,5
3472,182,14,2024-06-03,103,5
3473,191,200,2025-12-27,132,5
3474,49,10,2024-05-11,165,5
3475,80,78,2025-05-17,104,4
3476,303,237,2025-02-20,72,5
3477,360,142,2025-03-15,47,4
3478,46,296,2024-01-07,98,1
3479,79,245,2024-05-23,95,5
3480,79,124,2024-05-23,24,1
3481,252,123,2025-03-30,114,2
3482,252,137,2025-03-30,122,5
3483,348,151,2025-03-04,128,5
3484,56,160,2025-04-29,115,5
3485,448,209,2024-02-12,26,1
3486,536,64,2025-04-09,27,3
3487,536,194,2025-04-09,150,5
3488,536,94,2025-04-09,110,5
3489,429,32,2025-03-28,74,3
3490,429,192,2025-03-28,137,5
3491,429,326,2025-03-28,143,1
3492,36,36,2025-10-30,76,4
3493,195,128,2025-01-08,110,3
3494,378,24,2024-07-17,33,1
3495,270,88,2025-04-04,165,3
3496,63,184,2024-12-15,150,4
3497,63,15,2024-12-15,139,4
3498,542,88,2025-09-11,30,4
3499,542,79,2025-09-11,19,4
3500,542,232,2025-09-12,20,4
3501,194,176,2025-10-28,73,4
3502,264,279,2024-02-14,115,5
3503,343,176,2025-01-12,143,3
3504,185,296,2025-04-25,144,5
3505,164,57,2024-05-11,135,5
3506,21,57,2024-01-28,143,1
3507,69,74,2024-02-20,155,3
3508,25,289,2025-11-15,105,3
3509,476,31,2025-06-02,152,3
3510,476,249,2025-06-02,132,4
3511,476,350,2025-06-02,142,5
3512,172,104,2024-12-28,68,4
3513,471,333,2025-06-27,129,5
3514,538,271,2025-04-29,132,5
3515,269,240,2024-10-15,54,5
3516,342,273,2024-11-10,130,5
3517,182,343,2024-03-23,143,2
3518,391,258,2024-04-24,117,3
3519,39,173,2024-03-19,120,4
3520,528,207,2025-05-03,91,2
3521,284,86,2025-05-17,121,4
3522,202,53,2025-01-12,144,3
3523,452,24,2025-06-06,153,2
3524,450,264,2025-10-21,162,4
3525,81,144,2024-07-27,110,3
3526,254,349,2025-12-13,145,2
3527,471,115,2025-09-25,117,4
3528,361,83,2024-07-09,128,5
3529,534,208,2024-11-28,52,5
3530,280,9,2024-04-18,132,5
3531,486,28,2024-07-16,15,1
3532,538,91,2025-06-01,63,4
3533,252,221,2024-11-24,82,2
3534,512,75,2024-11-02,41,3
3535,512,291,2024-11-03,108,4
3536,343,129,2024-10-17,36,5
3537,399,257,2025-12-13,80,5
3538,253,52,2024-08-22,54,5
3539,266,324,2024-02-20,48,5
3540,79,48,2025-01-01,164,2
3541,79,316,2025-01-01,151,2
3542,79,19,2025-01-01,147,4
3543,79,266,2025-01-01,112,3
3544,197,248,2024-07-20,113,5
3545,69,66,2025-03-17,130,4
3546,61,61,2024-06-30,84,5
3547,106,91,2025-08-19,80,3
3548,526,101,2025-12-11,91,4
3549,158,286,2024-06-15,149,5
3550,158,332,2024-06-15,134,4
3551,534,328,2025-01-07,146,2
3552,395,292,2025-11-15,59,3
3553,127,20,2024-07-14,94,2
3554,323,343,2024-08-10,30,2
3555,257,321,2024-01-13,92,5
3556,489,78,2025-10-06,102,3
3557,550,144,2024-02-10,163,3
3558,549,320,2025-12-24,139,5
3559,512,234,2024-05-17,68,5
3560,21,43,2024-08-11,146,3
3561,505,114,2025-04-18,78,4
3562,545,196,2024-07-31,160,3
3563,327,169,2024-08-12,94,5
3564,171,29,2025-04-15,99,4
3565,468,336,2025-06-17,157,4
3566,192,261,2025-10-28,70,5
3567,4,222,2025-01-18,143,4
3568,410,281,2024-12-20,30,3
3569,12,202,2025-08-15,115,3
3570,176,336,2025-01-14,60,1
3571,336,62,2024-12-25,84,5
3572,102,120,2025-05-24,42,3
3573,102,321,2025-05-24,112,5
3574,102,333,2025-05-24,88,2
3575,268,36,2025-05-13,156,1
3576,268,241,2025-05-14,80,4
3577,268,346,2025-05-14,56,3
3578,268,171,2025-05-14,58,4
3579,328,199,2024-05-02,101,5
3580,510,133,2024-03-30,21,4
3581,548,207,2024-06-14,31,2
3582,27,144,2024-04-07,60,2
3583,27,49,2024-04-07,89,3
3584,27,25,2024-04-07,75,2
3585,27,252,2024-04-07,140,4
3586,457,84,2025-10-09,131,4
3587,12,229,2024-05-11,97,5
3588,315,49,2024-04-16,120,1
3589,13,243,2024-04-23,44,4
3590,137,260,2024-05-30,59,4
3591,137,146,2024-05-30,19,4
3592,137,350,2024-05-30,52,3
3593,137,318,2024-05-30,46,4
3594,137,119,2024-05-31,134,4
3595,137,37,2024-05-31,138,2
3596,229,104,2024-06-13,84,4
3597,327,75,2025-05-28,128,5
3598,229,291,2025-05-25,151,5
3599,229,264,2025-05-26,112,5
3600,229,88,2025-05-26,55,2
3601,401,189,2024-02-03,100,4
3602,459,64,2024-11-19,123,5
3603,459,33,2024-11-19,151,2
3604,459,312,2024-11-19,93,2
3605,459,166,2024-11-19,162,2
3606,225,12,2024-09-30,48,3
3607,424,111,2025-12-16,74,5
3608,467,225,2025-11-26,19,4
3609,178,163,2025-12-05,105,2
3610,178,317,2025-12-06,122,3
3611,178,202,2025-12-06,125,2
3612,300,156,2025-05-24,84,5
3613,121,223,2025-04-22,59,3
3614,301,256,2024-01-30,137,4
3615,495,58,2025-11-26,29,3
3616,104,278,2025-03-28,72,3
3617,541,211,2024-07-15,80,5
3618,541,273,2024-07-15,135,4
3619,541,240,2024-07-15,130,2
3620,541,198,2024-07-15,32,2
3621,159,237,2025-01-25,110,2
3622,159,57,2024-03-15,73,5
3623,29,181,2025-05-15,74,4
3624,132,300,2024-09-28,30,3
3625,132,67,2024-09-28,87,3
3626,132,44,2024-09-28,157,3
3627,132,311,2024-09-28,104,3
3628,132,195,2024-09-28,112,3
3629,450,238,2024-11-20,104,5
3630,319,268,2024-07-06,114,4
3631,212,221,2025-10-05,73,5
3632,508,295,2025-05-24,97,4
3633,302,122,2024-10-14,32,3
3634,271,42,2024-09-08,119,4
3635,524,261,2025-02-03,66,3
3636,474,215,2025-07-29,16,3
3637,144,122,2024-01-25,61,1
3638,144,45,2024-01-26,143,5
3639,144,120,2024-01-26,62,3
3640,144,117,2024-01-26,38,5
3641,144,83,2024-01-26,95,1
3642,404,313,2024-08-10,59,5
3643,305,218,2025-10-11,89,3
3644,249,71,2025-05-26,34,3
3645,363,23,2024-12-28,94,5
3646,505,184,2025-11-05,58,3
3647,25,96,2025-09-06,129,2
3648,278,176,2025-11-13,82,2
3649,387,74,2024-03-22,23,3
3650,166,246,2024-10-25,60,5
3651,166,330,2024-10-25,131,5
3652,166,294,2024-10-25,103,3
3653,166,282,2024-10-26,44,3
3654,137,56,2024-08-09,37,2
3655,13,153,2025-05-16,55,3
3656,13,227,2025-05-17,51,3
3657,392,240,2024-12-17,101,2
3658,27,162,2024-01-05,142,5
3659,53,313,2024-08-02,86,4
3660,198,160,2024-10-08,64,3
3661,465,16,2025-01-17,130,3
3662,29,109,2025-10-05,105,2
3663,252,12,2025-10-20,79,5
3664,529,324,2024-12-25,91,3
3665,539,57,2025-03-20,91,5
3666,287,284,2024-01-25,136,5
3667,287,224,2024-01-25,70,4
3668,100,276,2024-10-30,156,2
3669,100,221,2024-10-31,21,3
3670,100,332,2024-10-31,98,5
3671,277,143,2024-11-27,83,3
3672,396,215,2024-07-17,161,4
3673,387,271,2024-02-04,41,3
3674,369,304,2025-04-02,152,5
3675,448,155,2024-06-03,153,3
3676,325,141,2025-04-29,84,2
3677,273,104,2025-11-17,71,2
3678,3,314,2025-10-05,144,3
3679,3,96,2025-10-05,98,5
3680,3,77,2025-10-05,36,4
3681,3,240,2025-10-05,26,4
3682,3,198,2025-10-05,113,4
3683,3,242,2025-10-06,117,3
3684,313,163,2025-02-01,70,5
3685,342,30,2025-07-04,16,2
3686,276,103,2025-10-14,125,5
3687,276,308,2025-10-14,126,5
3688,29,180,2024-02-14,105,5
3689,254,175,2024-02-02,154,4
3690,317,27,2024-10-17,118,3
3691,470,289,2024-03-22,70,5
3692,262,105,2025-05-28,61,4
3693,69,60,2025-05-15,163,4
3694,513,339,2025-03-04,90,2
3695,225,309,2025-08-22,159,5
3696,217,334,2024-05-21,37,4
3697,495,106,2024-04-23,123,4
3698,495,278,2024-04-24,40,3
3699,495,100,2024-04-24,132,5
3700,495,308,2024-04-24,38,4
3701,495,106,2024-04-24,45,5
3702,48,342,2025-11-18,111,5
3703,48,100,2025-11-18,149,4
3704,48,76,2025-11-19,132,5
3705,48,144,2025-11-19,91,1
3706,79,286,2025-07-21,138,4
3707,238,280,2025-03-18,125,3
3708,39,22,2024-03-30,142,5
3709,245,279,2024-01-21,155,1
3710,363,95,2025-06-28,107,4
3711,403,202,2024-10-10,136,3
3712,403,274,2024-10-10,27,4
3713,403,39,2024-10-10,114,5
3714,435,241,2025-03-18,37,3
3715,448,81,2024-03-10,39,5
3716,126,288,2025-08-20,124,5
3717,314,248,2025-03-07,138,3
3718,442,209,2025-01-05,142,3
3719,50,42,2024-05-14,54,3
3720,50,192,2024-05-15,71,3
3721,50,218,2024-05-15,86,1
3722,375,166,2025-08-08,25,4
3723,278,151,2024-07-06,150,5
3724,218,102,2024-12-27,86,3
3725,94,338,2025-10-20,156,3
3726,94,117,2025-10-21,108,3
3727,355,269,2025-01-12,101,5
3728,355,344,2025-01-12,51,4
3729,355,78,2025-01-12,108,5
3730,208,329,2024-01-13,112,5
3731,208,74,2024-01-14,45,5
3732,208,252,2024-01-14,126,4
3733,208,209,2024-01-14,98,4
3734,318,157,2024-04-19,124,1
3735,253,125,2025-08-13,87,5
3736,355,154,2024-04-10,76,4
3737,355,303,2024-04-10,112,4
3738,355,314,2024-04-10,160,4
3739,355,78,2024-04-10,17,2
3740,115,137,2024-04-22,116,3
3741,90,292,2024-07-04,92,1
3742,401,8,2025-11-20,102,3
3743,258,121,2025-02-05,66,5
3744,96,117,2024-06-09,43,4
3745,513,323,2024-06-09,43,5
3746,328,169,2024-04-18,28,1
3747,45,48,2024-03-02,124,5
3748,488,233,2024-12-04,140,5
3749,474,142,2024-09-04,106,4
3750,363,215,2025-11-17,19,1
3751,421,148,2024-12-06,63,2
3752,528,179,2025-05-26,38,5
3753,419,178,2025-02-25,29,2
3754,459,180,2024-06-06,87,1
3755,164,237,2024-05-10,145,5
3756,203,36,2024-05-13,88,5
3757,315,154,2024-07-08,92,4
3758,147,144,2024-07-24,27,3
3759,147,240,2024-07-24,156,5
3760,147,175,2024-07-24,50,2
3761,147,252,2024-07-25,145,5
3762,203,291,2025-07-12,133,2
3763,25,212,2025-06-01,109,5
3764,25,345,2025-06-01,58,5
3765,25,101,2025-06-01,90,5
3766,365,160,2024-01-17,91,4
3767,189,81,2025-08-02,90,3
3768,312,296,2025-07-07,92,1
3769,247,30,2024-09-14,108,4
3770,396,305,2025-01-22,62,4
3771,396,280,2025-01-22,25,2
3772,257,268,2024-09-17,124,5
3773,332,14,2024-03-29,139,3
3774,241,244,2025-07-11,32,3
3775,70,287,2025-10-22,148,3
3776,3,63,2024-06-12,26,1
3777,3,104,2024-06-12,89,3
3778,3,64,2024-06-12,55,4
3779,3,51,2024-06-12,52,4
3780,82,298,2024-02-16,84,3
3781,357,132,2024-09-07,143,3
3782,15,70,2025-12-07,113,5
3783,15,113,2025-12-07,109,3
3784,264,22,2025-06-06,133,3
3785,119,81,2024-02-29,17,4
3786,119,161,2024-03-01,61,4
3787,119,115,2024-03-01,142,3
3788,119,142,2024-03-01,155,5
3789,26,15,2025-09-06,157,5
3790,359,295,2025-04-06,90,2
3791,115,118,2025-07-31,46,5
3792,115,61,2025-07-31,84,2
3793,115,345,2025-07-31,62,4
3794,139,102,2024-01-08,102,5
3795,443,339,2024-01-17,157,5
3796,347,19,2024-10-16,79,1
3797,347,209,2024-10-16,15,3
3798,347,112,2024-10-16,132,4
3799,239,302,2025-05-31,141,5
3800,233,186,2025-10-28,135,3
3801,336,300,2024-01-08,146,5
3802,249,283,2024-05-20,100,2
3803,370,128,2024-03-05,73,2
3804,370,12,2024-03-05,108,1
3805,323,51,2025-04-25,76,3
3806,323,119,2025-04-25,43,4
3807,323,271,2025-04-25,55,3
3808,323,279,2025-04-26,77,4
3809,26,326,2024-10-31,77,5
3810,103,265,2024-10-07,79,4
3811,347,76,2024-01-30,124,3
3812,347,213,2024-01-30,63,5
3813,347,76,2024-01-30,70,3
3814,347,137,2024-01-30,90,2
3815,347,228,2024-01-30,89,2
3816,347,129,2024-01-30,142,3
3817,242,56,2025-05-29,94,2
3818,348,172,2025-12-01,54,3
3819,516,155,2025-03-09,33,3
3820,273,176,2024-09-11,86,5
3821,273,241,2024-09-11,154,4
3822,273,97,2024-09-11,98,5
3823,320,267,2025-02-03,104,4
3824,120,128,2024-05-16,36,3
3825,426,147,2024-06-24,106,2
3826,373,215,2025-10-30,79,2
3827,348,152,2025-08-12,91,4
3828,83,190,2025-06-28,84,5
3829,77,304,2024-04-23,92,5
3830,397,199,2024-06-26,149,4
3831,397,268,2024-06-26,85,2
3832,397,11,2024-06-26,85,2
3833,397,295,2024-06-26,29,3
3834,397,257,2024-06-26,30,1
3835,397,282,2024-06-27,103,2
3836,202,87,2024-01-27,62,4
3837,394,212,2024-02-18,164,5
3838,399,345,2025-01-21,88,5
3839,399,297,2025-01-21,159,3
3840,396,124,2025-03-10,71,1
3841,169,153,2024-07-14,131,3
3842,169,177,2024-07-14,135,5
3843,169,91,2024-07-14,140,4
3844,169,211,2024-07-14,129,4
3845,390,126,2025-10-13,56,1
3846,87,310,2024-10-03,25,2
3847,547,270,2024-03-10,35,5
3848,280,302,2024-11-27,47,3
3849,236,118,2025-05-25,72,4
3850,236,32,2025-05-26,97,4
3851,236,149,2025-05-26,105,5
3852,236,9,2024-08-30,115,5
3853,420,62,2025-03-11,129,5
3854,403,41,2024-11-30,86,4
3855,403,253,2024-11-30,33,4
3856,403,76,2024-11-30,144,3
3857,403,287,2024-11-30,121,4
3858,403,183,2024-11-30,128,5
3859,403,95,2024-11-30,61,4
3860,372,172,2024-11-26,66,5
3861,159,226,2024-06-23,41,2
3862,53,264,2024-11-28,26,4
3863,53,304,2024-11-28,35,5
3864,53,294,2024-11-28,156,5
3865,55,4,2024-08-17,81,4
3866,85,228,2024-10-16,29,4
3867,349,234,2025-11-22,123,2
3868,349,252,2025-11-23,104,2
3869,363,262,2025-02-11,146,4
3870,508,179,2024-05-27,27,4
3871,520,318,2025-12-29,101,3
3872,520,324,2025-12-29,134,4
3873,299,233,2024-09-12,156,1
3874,299,67,2024-09-12,140,4
3875,299,192,2024-09-13,144,3
3876,299,262,2024-09-13,65,4
3877,299,250,2024-09-13,44,4
3878,366,325,2024-12-04,159,3
3879,367,239,2024-04-23,110,4
3880,241,147,2025-07-04,20,2
3881,72,16,2025-11-01,118,3
3882,443,66,2024-01-15,85,5
3883,443,323,2024-01-15,83,5
3884,443,136,2024-01-16,101,3
3885,262,214,2025-04-09,111,5
3886,173,268,2025-11-13,128,4
3887,115,61,2025-07-13,161,4
3888,308,234,2025-01-01,165,5
3889,283,322,2025-02-07,144,1
3890,265,286,2024-06-22,48,4
3891,265,224,2024-06-22,71,5
3892,265,310,2024-06-22,157,4
3893,47,177,2025-01-19,42,4
3894,47,331,2025-01-19,62,1
3895,47,6,2025-01-20,34,4
3896,47,343,2025-01-20,151,4
3897,47,298,2025-01-20,83,4
3898,227,61,2024-01-13,37,4
3899,182,276,2024-07-02,134,4
3900,93,265,2025-11-27,19,1
3901,480,196,2025-01-08,144,5
3902,480,257,2025-01-08,165,2
3903,480,1,2025-01-09,117,3
3904,424,62,2024-08-12,117,5
3905,424,179,2024-08-12,78,4
3906,84,190,2025-10-18,59,5
3907,498,138,2025-06-22,122,5
3908,88,52,2024-08-17,119,4
3909,188,165,2024-12-21,23,3
3910,416,23,2024-01-11,143,5
3911,436,216,2025-11-29,15,3
3912,154,347,2024-01-13,115,4
3913,383,279,2024-06-19,68,5
3914,37,48,2025-04-25,26,4
3915,37,195,2025-04-25,111,2
3916,37,324,2025-04-25,20,1
3917,37,76,2025-04-25,68,5
3918,4,262,2025-03-15,141,4
3919,66,125,2024-04-06,16,3
3920,215,190,2025-03-10,79,5
3921,163,102,2024-11-30,76,5
3922,285,217,2024-02-01,155,5
3923,206,308,2024-09-13,123,2
3924,101,170,2024-12-16,134,2
3925,64,244,2024-03-09,149,2
3926,74,112,2024-06-12,161,2
3927,124,15,2025-03-28,80,4
3928,124,196,2025-03-29,135,5
3929,124,37,2025-03-29,63,4
3930,124,199,2025-03-29,142,3
3931,124,301,2025-03-29,141,5
3932,124,144,2025-03-29,165,5
3933,328,145,2025-02-23,125,4
3934,349,92,2024-02-04,126,4
3935,349,133,2024-02-04,164,5
3936,349,330,2024-02-04,94,4
3937,349,72,2024-02-04,20,2
3938,471,29,2024-04-18,138,1
3939,471,37,2024-04-18,73,5
3940,471,173,2024-04-19,21,4
3941,162,288,2025-09-24,72,1
3942,162,186,2025-09-24,98,5
3943,162,262,2025-09-25,151,2
