user_id,genre_rank,genre,sessions,total_watch_minutes,avg_rating
277,1,Horror,5,485,4.4
277,2,Documentary,6,434,3.0
277,3,Action,2,270,3.0
278,1,Animation,9,1071,3.22
278,2,Comedy,6,760,3.5
278,3,Thriller,6,679,3.67
279,1,Sci-Fi,9,969,3.89
279,2,Comedy,5,375,4.2
279,3,Animation,4,276,2.0
280,1,Thriller,6,670,4.33
280,2,Romance,5,468,4.2
280,3,Sci-Fi,5,372,4.2
281,1,Action,20,1972,3.8
281,2,Animation,18,1763,4.0
281,3,Documentary,10,1069,3.6
282,1,Sci-Fi,9,893,3.33
282,2,Documentary,3,262,3.67
282,3,Comedy,2,229,1.5
283,1,Horror,17,1489,4.06
283,2,Romance,11,1158,3.64
283,3,Action,6,542,3.17
284,1,Comedy,11,888,3.27
284,2,Romance,8,696,3.5
284,3,Thriller,5,532,4.0
285,1,Comedy,6,720,4.5
285,2,Thriller,6,557,3.83
285,3,Animation,7,486,3.71
286,1,Thriller,5,591,3.6
286,2,Comedy,6,538,3.83
286,3,Drama,3,415,3.0
287,1,Documentary,9,914,4.22
287,2,Horror,8,848,3.63
287,3,Sci-Fi,6,602,3.67
288,1,Crime,6,744,3.83
288,2,Comedy,5,555,2.8
288,3,Documentary,3,306,3.0
289,1,Romance,7,833,3.57
289,2,Action,6,639,4.0
289,3,Sci-Fi,2,233,3.5
290,1,Horror,13,1108,3.77
290,2,Action,8,793,3.13
290,3,Romance,2,311,4.0
291,1,Comedy,6,543,4.5
291,2,Thriller,4,444,4.75
291,3,Action,4,366,2.25
292,1,Animation,7,719,3.71
292,2,Drama,3,308,3.0
292,3,Action,3,289,2.0
293,1,Documentary,9,871,4.11
293,2,Thriller,6,721,4.0
293,3,Comedy,5,390,3.4
294,1,Documentary,6,643,3.67
294,2,Romance,7,570,3.29
294,3,Sci-Fi,4,414,3.25
295,1,Crime,8,837,3.75
295,2,Drama,7,661,4.43
295,3,Action,5,300,3.4
296,1,Drama,9,860,4.0
296,2,Action,9,839,4.22
296,3,Crime,4,365,2.0
297,1,Sci-Fi,6,582,3.67
297,2,Horror,6,573,3.83
297,3,Romance,7,558,4.0
298,1,Horror,4,422,4.75
298,2,Animation,2,257,3.0
298,3,Documentary,2,219,2.0
299,1,Thriller,17,1635,3.76
299,2,Comedy,12,1407,3.83
299,3,Drama,11,1046,3.36
300,1,Drama,8,953,4.63
300,2,Thriller,4,383,3.75
300,3,Romance,3,345,3.33
301,1,Sci-Fi,6,627,3.83
301,2,Romance,4,405,4.25
301,3,Documentary,4,364,4.75
302,1,Comedy,16,1317,3.69
302,2,Action,9,872,4.44
302,3,Animation,4,371,2.75
303,1,Drama,8,805,3.63
303,2,Romance,6,538,4.67
303,3,Comedy,3,396,3.67
304,1,Horror,9,755,3.67
304,2,Thriller,6,556,4.33
304,3,Comedy,3,384,4.33
305,1,Drama,5,555,3.8
305,2,Documentary,5,495,3.8
305,3,Comedy,5,445,4.0
306,1,Horror,10,909,4.3
306,2,Drama,5,434,3.6
306,3,Thriller,3,134,3.67
307,1,Animation,17,1314,3.59
307,2,Sci-Fi,12,1204,3.25
307,3,Crime,8,747,4.0
308,1,Horror,9,955,4.11
308,2,Sci-Fi,6,670,3.5
308,3,Drama,6,478,3.83
309,1,Sci-Fi,7,539,4.29
309,2,Thriller,4,400,4.0
309,3,Crime,2,259,3.0
310,1,Thriller,8,875,3.75
310,2,Romance,5,630,4.4
310,3,Action,5,601,4.4
311,1,Action,7,691,3.57
311,2,Horror,9,682,3.89
311,3,Thriller,3,262,4.0
312,1,Drama,10,902,3.2
312,2,Romance,8,642,3.63
312,3,Action,6,640,4.0
313,1,Animation,4,438,4.25
313,2,Sci-Fi,4,389,3.0
313,3,Horror,3,377,3.67
314,1,Drama,10,1172,3.5
314,2,Action,5,463,3.6
314,3,Horror,4,439,2.0
315,1,Animation,9,900,3.67
315,2,Thriller,7,666,3.43
315,3,Sci-Fi,5,654,4.2
316,1,Crime,9,867,4.33
316,2,Romance,5,500,4.2
316,3,Animation,6,480,3.5
317,1,Crime,9,980,4.0
317,2,Drama,6,512,3.67
317,3,Comedy,3,324,2.67
318,1,Crime,5,543,3.8
318,2,Horror,5,403,3.4
318,3,Documentary,6,346,3.17
319,1,Documentary,9,929,4.0
319,2,Animation,5,562,3.2
319,3,Crime,4,270,4.75
320,1,Action,8,800,3.88
320,2,Thriller,5,605,4.2
320,3,Sci-Fi,6,560,3.17
321,1,Drama,6,659,4.0
321,2,Documentary,4,457,4.0
321,3,Romance,5,409,4.6
322,1,Drama,7,825,4.43
322,2,Action,6,670,3.83
322,3,Animation,3,301,4.0
323,1,Horror,12,1481,4.17
323,2,Crime,9,618,4.0
323,3,Documentary,6,616,3.67
324,1,Animation,13,1189,3.54
324,2,Romance,7,712,3.86
324,3,Thriller,5,449,3.8
325,1,Comedy,7,614,3.86
325,2,Romance,3,279,2.33
325,3,Crime,3,273,4.33
326,1,Action,6,550,4.17
326,2,Crime,5,462,3.0
326,3,Drama,3,430,4.33
327,1,Romance,5,518,4.4
327,2,Sci-Fi,5,505,3.0
327,3,Drama,4,331,4.0
328,1,Thriller,11,1183,3.45
328,2,Romance,5,505,4.0
328,3,Crime,2,170,3.0
329,1,Documentary,8,841,3.5
329,2,Animation,7,601,3.86
329,3,Crime,3,373,4.0
330,1,Documentary,14,1322,3.86
330,2,Drama,13,1200,3.85
330,3,Animation,11,1167,3.45
331,1,Animation,11,1071,3.45
331,2,Romance,4,460,3.5
331,3,Thriller,5,411,3.8
332,1,Horror,6,807,4.0
332,2,Crime,8,716,3.75
332,3,Action,5,498,4.0
333,1,Horror,4,535,3.25
333,2,Drama,3,282,3.67
333,3,Animation,2,230,2.5
334,1,Comedy,8,880,3.63
334,2,Drama,5,544,3.0
334,3,Romance,4,481,3.75
335,1,Romance,11,1072,3.45
335,2,Animation,10,955,3.6
335,3,Drama,5,416,4.2
336,1,Crime,11,869,3.91
336,2,Drama,7,589,3.86
336,3,Documentary,2,285,4.5
337,1,Documentary,8,789,4.38
337,2,Thriller,5,637,4.4
337,3,Crime,2,291,2.0
338,1,Animation,6,557,4.33
338,2,Thriller,4,297,3.25
338,3,Documentary,4,243,4.0
339,1,Drama,6,726,3.67
339,2,Animation,4,260,4.0
339,3,Thriller,4,180,2.75
340,1,Animation,13,900,3.77
340,2,Thriller,8,661,3.75
340,3,Action,3,392,4.0
341,1,Crime,8,841,3.75
341,2,Documentary,7,640,3.14
341,3,Animation,3,283,3.0
342,1,Documentary,8,825,3.88
342,2,Comedy,7,597,4.29
342,3,Sci-Fi,7,401,3.43
343,1,Animation,7,755,3.57
343,2,Documentary,7,748,4.14
343,3,Action,7,718,3.29
344,1,Thriller,6,585,3.17
344,2,Animation,5,410,3.4
344,3,Crime,2,221,3.0
345,1,Horror,9,1018,3.89
345,2,Documentary,5,459,3.6
345,3,Sci-Fi,2,291,2.5
346,1,Crime,9,790,4.22
346,2,Romance,4,539,3.75
346,3,Documentary,3,266,3.0
347,1,Animation,23,2154,3.7
347,2,Thriller,7,744,3.14
347,3,Crime,3,390,2.67
348,1,Action,10,1136,3.6
348,2,Animation,8,930,3.88
348,3,Thriller,4,425,4.0
349,1,Drama,7,596,3.57
349,2,Thriller,7,564,3.71
349,3,Sci-Fi,4,444,3.25
350,1,Animation,15,1714,4.27
350,2,Drama,15,1519,4.2
350,3,Thriller,13,1442,3.46
351,1,Documentary,6,666,3.83
351,2,Animation,5,628,3.0
351,3,Romance,7,618,3.57
352,1,Animation,15,1474,3.4
352,2,Comedy,11,984,4.0
352,3,Horror,7,637,3.57
353,1,Thriller,12,1122,3.67
353,2,Documentary,9,926,4.44
353,3,Comedy,6,587,3.67
354,1,Romance,11,1070,3.82
354,2,Documentary,8,795,4.38
354,3,Crime,5,585,3.8
355,1,Comedy,9,799,3.78
355,2,Thriller,8,770,3.5
355,3,Crime,2,262,3.5
356,1,Horror,10,1251,4.1
356,2,Action,6,523,3.17
356,3,Drama,2,241,3.5
357,1,Romance,16,1562,3.88
357,2,Comedy,5,447,4.2
357,3,Animation,6,389,4.33
358,1,Comedy,5,498,3.4
358,2,Documentary,5,452,4.2
358,3,Action,3,323,3.33
359,1,Animation,12,1086,3.08
359,2,Drama,5,517,3.2
359,3,Horror,3,350,2.67
360,1,Horror,10,1079,4.0
360,2,Sci-Fi,5,630,4.8
360,3,Thriller,6,587,3.67
361,1,Sci-Fi,9,963,3.89
361,2,Animation,5,548,4.2
361,3,Horror,7,542,3.57
362,1,Documentary,12,891,3.75
362,2,Sci-Fi,7,620,3.57
362,3,Crime,4,514,3.75
363,1,Horror,10,1293,4.1
363,2,Comedy,11,967,3.82
363,3,Romance,4,417,4.0
364,1,Thriller,26,2233,3.31
364,2,Comedy,12,1273,3.92
364,3,Horror,10,1149,3.9
365,1,Drama,9,917,4.0
365,2,Action,11,905,3.55
365,3,Animation,5,607,3.8
366,1,Documentary,15,1470,4.13
366,2,Action,7,740,3.86
366,3,Romance,3,275,2.0
367,1,Documentary,5,583,3.4
367,2,Comedy,6,535,3.67
367,3,Crime,3,269,3.33
368,1,Thriller,4,512,4.0
368,2,Sci-Fi,4,452,3.25
368,3,Comedy,2,219,4.0
369,1,Crime,10,1062,3.9
369,2,Comedy,6,614,3.5
369,3,Horror,2,186,3.0
370,1,Drama,6,570,4.0
370,2,Animation,6,465,3.0
370,3,Horror,3,337,3.67
371,1,Thriller,6,596,3.5
371,2,Sci-Fi,4,339,3.5
371,3,Animation,4,314,3.0
372,1,Drama,7,854,4.0
372,2,Thriller,7,721,4.57
372,3,Comedy,4,374,3.75
373,1,Documentary,22,2259,3.45
373,2,Romance,13,1414,3.85
373,3,Crime,12,1181,3.33
374,1,Sci-Fi,10,995,4.0
374,2,Crime,8,713,3.5
374,3,Action,6,636,4.33
375,1,Action,10,1138,3.7
375,2,Animation,7,593,3.57
375,3,Romance,4,458,4.0
376,1,Comedy,9,756,3.56
376,2,Sci-Fi,6,581,3.67
376,3,Drama,3,253,3.67
377,1,Crime,5,711,3.6
377,2,Horror,6,672,3.67
377,3,Animation,5,428,3.4
378,1,Drama,15,1630,3.67
378,2,Thriller,12,1341,4.08
378,3,Documentary,3,348,3.33
379,1,Sci-Fi,12,1060,4.17
379,2,Comedy,8,768,4.75
379,3,Drama,9,756,3.78
380,1,Action,13,1555,3.77
380,2,Horror,3,272,3.67
380,3,Comedy,1,143,5.0
381,1,Comedy,7,704,4.57
381,2,Romance,2,271,3.5
381,3,Drama,4,252,4.0
382,1,Thriller,10,813,4.0
382,2,Action,4,379,3.5
382,3,Comedy,4,346,4.25
383,1,Horror,19,2025,4.05
383,2,Comedy,12,1068,4.17
383,3,Action,7,729,4.14
384,1,Crime,4,552,4.0
384,2,Horror,5,379,4.4
384,3,Animation,3,193,4.0
385,1,Comedy,4,451,4.0
385,2,Action,4,358,3.75
385,3,Sci-Fi,4,286,3.5
386,1,Sci-Fi,6,613,4.83
386,2,Thriller,6,538,3.17
386,3,Documentary,5,440,3.4
387,1,Documentary,14,1418,3.71
387,2,Thriller,12,1062,3.75
387,3,Horror,3,293,4.33
388,1,Drama,9,841,4.67
388,2,Horror,5,565,4.6
388,3,Comedy,2,256,3.5
389,1,Horror,5,704,4.6
389,2,Action,5,633,4.4
389,3,Drama,2,235,2.0
390,1,Drama,11,1159,4.18
390,2,Action,8,828,3.75
390,3,Thriller,8,718,3.0
391,1,Comedy,6,591,4.17
391,2,Animation,3,345,2.67
391,3,Thriller,1,164,2.0
392,1,Crime,8,838,4.5
392,2,Romance,3,373,4.0
392,3,Sci-Fi,3,366,3.33
393,1,Drama,7,655,4.14
393,2,Sci-Fi,6,517,3.5
393,3,Crime,5,505,3.4
394,1,Crime,13,1316,3.92
394,2,Horror,6,685,4.5
394,3,Sci-Fi,6,667,4.0
395,1,Romance,8,554,3.63
395,2,Sci-Fi,4,487,2.75
395,3,Animation,5,434,3.8
396,1,Action,10,730,3.8
396,2,Comedy,8,530,3.63
396,3,Sci-Fi,4,424,3.25
397,1,Drama,11,1250,4.73
397,2,Crime,8,602,3.38
397,3,Action,4,367,2.0
398,1,Horror,5,462,3.6
398,2,Comedy,5,349,3.2
398,3,Thriller,3,348,3.67
399,1,Crime,9,679,3.44
399,2,Romance,6,654,4.17
399,3,Thriller,7,652,3.71
400,1,Thriller,10,793,3.6
400,2,Drama,9,589,3.67
400,3,Sci-Fi,5,561,3.8
401,1,Comedy,15,1516,3.27
401,2,Romance,5,493,4.0
401,3,Sci-Fi,3,354,5.0
402,1,Thriller,14,1291,3.64
402,2,Action,7,605,4.14
402,3,Documentary,3,394,4.33
403,1,Comedy,17,1528,3.59
403,2,Sci-Fi,13,1249,3.92
403,3,Animation,8,848,4.13
404,1,Documentary,5,552,4.4
404,2,Crime,4,387,3.5
404,3,Sci-Fi,3,327,3.33
405,1,Action,6,545,4.5
405,2,Crime,2,326,4.0
405,3,Animation,1,144,2.0
406,1,Drama,6,524,3.0
406,2,Crime,3,353,5.0
406,3,Comedy,3,308,3.67
407,1,Comedy,9,981,3.89
407,2,Sci-Fi,5,518,3.4
407,3,Thriller,4,400,2.75
408,1,Thriller,25,2765,4.32
408,2,Crime,11,1063,4.36
408,3,Comedy,10,956,4.4
409,1,Animation,9,773,3.44
409,2,Comedy,4,350,4.5
409,3,Sci-Fi,2,267,4.0
410,1,Sci-Fi,7,714,3.86
410,2,Crime,6,481,4.0
410,3,Documentary,4,342,3.75
411,1,Action,11,1016,3.73
411,2,Sci-Fi,8,618,3.5
411,3,Horror,7,565,4.0
412,1,Animation,9,742,4.11
412,2,Horror,2,305,3.5
412,3,Romance,1,164,3.0
413,1,Thriller,10,895,3.9
413,2,Sci-Fi,6,691,3.83
413,3,Action,6,574,3.83
414,1,Sci-Fi,15,1517,3.73
414,2,Thriller,13,1416,4.46
414,3,Drama,11,1049,3.64
415,1,Documentary,8,1002,4.0
415,2,Sci-Fi,7,648,3.71
415,3,Romance,5,406,4.8
416,1,Drama,5,342,3.6
416,2,Action,2,261,2.5
416,3,Horror,3,193,4.0
417,1,Drama,7,833,4.14
417,2,Documentary,6,455,4.0
417,3,Action,2,222,2.5
418,1,Action,13,1500,4.0
418,2,Animation,10,1028,4.2
418,3,Crime,5,458,3.8
419,1,Romance,7,669,3.57
419,2,Horror,7,589,3.86
419,3,Comedy,5,454,4.6
420,1,Thriller,10,811,4.1
420,2,Action,9,690,3.67
420,3,Horror,4,469,4.25
421,1,Documentary,9,883,3.33
421,2,Action,3,391,2.33
421,3,Sci-Fi,3,302,4.0
422,1,Animation,11,1192,3.55
422,2,Comedy,6,538,3.17
422,3,Romance,4,284,2.5
423,1,Romance,11,1118,3.36
423,2,Horror,11,1101,3.09
423,3,Comedy,3,421,2.0
424,1,Horror,8,798,3.38
424,2,Documentary,7,778,3.86
424,3,Crime,4,402,3.75
425,1,Thriller,11,1408,4.45
425,2,Drama,14,1374,3.57
425,3,Crime,8,583,3.38
426,1,Comedy,6,676,3.83
426,2,Action,4,378,3.25
426,3,Thriller,2,194,3.0
427,1,Thriller,13,1085,3.23
427,2,Crime,11,1046,3.91
427,3,Romance,1,162,1.0
428,1,Thriller,14,1124,3.64
428,2,Romance,8,789,3.5
428,3,Crime,4,498,3.5
429,1,Drama,23,2434,3.61
429,2,Animation,14,1374,4.07
429,3,Romance,7,789,4.0
430,1,Horror,12,1405,4.33
430,2,Documentary,6,408,3.67
430,3,Drama,6,400,3.0
431,1,Action,6,621,3.83
431,2,Romance,7,586,4.0
431,3,Crime,2,235,1.5
432,1,Horror,5,571,4.4
432,2,Crime,4,455,4.5
432,3,Sci-Fi,3,338,3.67
433,1,Comedy,11,1019,4.0
433,2,Romance,7,699,3.14
433,3,Drama,4,434,3.25
434,1,Horror,9,1012,3.78
434,2,Documentary,8,975,4.0
434,3,Crime,5,583,4.0
435,1,Horror,7,671,3.43
435,2,Thriller,3,312,4.0
435,3,Action,2,215,3.0
436,1,Documentary,6,704,4.17
436,2,Comedy,4,328,1.75
436,3,Thriller,4,313,3.25
437,1,Action,5,437,3.4
437,2,Comedy,4,336,4.25
437,3,Thriller,3,335,2.0
438,1,Sci-Fi,9,847,3.33
438,2,Drama,5,596,4.0
438,3,Thriller,5,390,4.8
439,1,Animation,14,1244,3.57
439,2,Romance,7,825,4.14
439,3,Crime,7,706,4.43
440,1,Action,8,744,4.5
440,2,Romance,9,719,3.78
440,3,Animation,9,629,4.0
441,1,Sci-Fi,9,918,3.11
441,2,Crime,6,659,3.5
441,3,Drama,5,543,4.6
442,1,Drama,12,1220,3.17
442,2,Horror,8,721,3.88
442,3,Sci-Fi,2,163,3.5
443,1,Thriller,11,925,3.91
443,2,Romance,7,816,4.0
443,3,Drama,5,532,4.0
444,1,Action,19,2346,3.58
444,2,Animation,18,1770,3.28
444,3,Crime,9,856,4.22
445,1,Sci-Fi,13,1593,4.23
445,2,Animation,4,417,2.75
445,3,Documentary,3,256,3.67
446,1,Horror,9,986,3.78
446,2,Action,10,985,3.3
446,3,Romance,2,214,3.0
447,1,Horror,9,660,4.0
447,2,Action,5,494,3.8
447,3,Romance,4,388,4.0
448,1,Animation,10,884,3.3
448,2,Comedy,6,389,4.17
448,3,Documentary,2,215,2.0
449,1,Documentary,4,420,3.25
449,2,Romance,2,201,5.0
449,3,Crime,2,175,3.5
450,1,Action,10,970,4.4
450,2,Comedy,8,669,4.0
450,3,Thriller,3,373,3.33
451,1,Comedy,7,834,3.57
451,2,Documentary,7,802,3.57
451,3,Sci-Fi,3,429,3.33
452,1,Action,7,552,4.14
452,2,Sci-Fi,3,404,2.33
452,3,Documentary,3,375,4.67
453,1,Action,7,807,3.14
453,2,Romance,4,535,3.5
453,3,Thriller,4,526,3.5
454,1,Crime,5,605,3.6
454,2,Romance,3,366,3.67
454,3,Drama,4,352,3.5
455,1,Sci-Fi,7,665,3.86
455,2,Animation,7,664,3.29
455,3,Documentary,6,639,3.83
456,1,Horror,5,445,3.8
456,2,Thriller,3,288,4.33
456,3,Drama,2,201,4.0
457,1,Animation,4,470,4.75
457,2,Action,5,285,3.8
457,3,Sci-Fi,2,262,4.0
458,1,Sci-Fi,15,1422,3.87
458,2,Drama,10,957,3.3
458,3,Animation,7,674,3.43
459,1,Animation,7,708,4.29
459,2,Romance,6,620,3.83
459,3,Documentary,5,398,3.8
460,1,Romance,7,784,4.14
460,2,Crime,5,398,3.8
460,3,Action,2,165,3.0
461,1,Documentary,7,623,4.14
461,2,Action,4,472,3.75
461,3,Romance,2,281,2.5
462,1,Thriller,13,1333,3.92
462,2,Animation,9,917,4.44
462,3,Crime,10,914,4.1
463,1,Action,14,1679,4.14
463,2,Horror,8,862,3.75
463,3,Comedy,5,530,3.8
464,1,Action,14,1382,4.0
464,2,Thriller,13,1336,3.54
464,3,Animation,4,425,2.5
465,1,Documentary,11,991,3.45
465,2,Romance,7,579,3.71
465,3,Comedy,5,462,4.2
466,1,Romance,10,911,3.3
466,2,Action,10,906,3.8
466,3,Documentary,10,865,3.9
467,1,Sci-Fi,12,1289,3.5
467,2,Documentary,6,495,3.83
467,3,Crime,3,332,4.0
468,1,Action,15,1561,3.73
468,2,Animation,15,1553,3.67
468,3,Horror,6,541,3.5
469,1,Comedy,15,1454,4.0
469,2,Horror,12,1234,4.08
469,3,Drama,10,1059,4.2
470,1,Animation,14,1358,3.57
470,2,Horror,2,285,5.0
470,3,Action,1,163,2.0
471,1,Crime,10,1225,3.9
471,2,Romance,10,1065,3.8
471,3,Comedy,5,334,3.6
472,1,Sci-Fi,8,606,2.88
472,2,Crime,3,251,3.67
472,3,Thriller,2,205,2.5
473,1,Sci-Fi,13,1260,3.92
473,2,Thriller,3,320,4.33
473,3,Drama,4,291,3.75
474,1,Thriller,11,1355,4.18
474,2,Romance,7,815,4.0
474,3,Documentary,7,586,3.29
475,1,Sci-Fi,5,457,4.2
475,2,Horror,4,422,4.0
475,3,Documentary,2,221,3.0
476,1,Documentary,19,1729,3.47
476,2,Comedy,6,557,4.17
476,3,Thriller,6,507,3.83
477,1,Documentary,9,816,3.89
477,2,Thriller,6,628,3.33
477,3,Sci-Fi,2,315,3.0
478,1,Documentary,5,655,4.0
478,2,Drama,5,478,3.4
478,3,Crime,4,411,3.5
479,1,Horror,6,589,3.67
479,2,Romance,5,470,3.8
479,3,Action,3,414,3.33
480,1,Animation,8,1014,3.88
480,2,Thriller,6,600,3.83
480,3,Horror,6,417,3.17
481,1,Comedy,13,1027,3.54
481,2,Sci-Fi,3,384,4.0
481,3,Thriller,3,199,3.0
482,1,Sci-Fi,6,653,3.67
482,2,Animation,3,336,4.33
482,3,Comedy,3,313,2.67
483,1,Sci-Fi,9,924,4.44
483,2,Drama,9,889,4.0
483,3,Horror,7,707,4.14
484,1,Drama,8,846,3.5
484,2,Crime,9,623,3.78
484,3,Romance,3,276,3.33
485,1,Documentary,14,1413,3.5
485,2,Drama,15,1196,3.93
485,3,Animation,9,849,3.22
486,1,Romance,9,909,3.67
486,2,Crime,7,729,4.14
486,3,Drama,7,725,3.57
487,1,Crime,10,917,4.2
487,2,Romance,7,608,3.71
487,3,Drama,5,436,3.2
488,1,Action,10,971,4.1
488,2,Documentary,9,896,3.33
488,3,Crime,3,284,1.67
489,1,Comedy,9,1099,3.56
489,2,Action,5,516,4.6
489,3,Sci-Fi,3,333,4.33
490,1,Thriller,13,1042,3.23
490,2,Comedy,7,636,3.86
490,3,Drama,6,631,4.17
491,1,Animation,4,517,4.5
491,2,Action,6,510,3.17
491,3,Horror,1,157,5.0
492,1,Animation,11,1048,4.09
492,2,Crime,6,458,4.33
492,3,Documentary,1,121,5.0
493,1,Thriller,8,939,4.13
493,2,Sci-Fi,7,614,4.14
493,3,Action,4,351,1.75
494,1,Romance,8,576,4.25
494,2,Horror,6,429,3.83
494,3,Documentary,3,257,3.67
495,1,Thriller,19,1713,4.05
495,2,Sci-Fi,15,1442,3.13
495,3,Drama,11,1124,4.09
496,1,Romance,10,1064,4.1
496,2,Animation,7,431,3.57
496,3,Thriller,4,397,3.5
497,1,Romance,8,787,3.63
497,2,Thriller,8,777,3.75
497,3,Drama,7,682,3.71
498,1,Comedy,9,819,3.56
498,2,Documentary,10,798,4.0
498,3,Drama,6,524,4.17
499,1,Sci-Fi,13,1158,4.0
499,2,Animation,3,248,3.0
499,3,Action,3,226,3.33
500,1,Drama,6,504,4.0
500,2,Animation,4,371,4.0
500,3,Comedy,2,309,5.0
501,1,Comedy,7,870,3.57
501,2,Animation,9,787,4.0
501,3,Drama,6,647,3.67
502,1,Sci-Fi,6,644,4.0
502,2,Animation,4,375,3.75
502,3,Horror,3,206,3.0
503,1,Action,8,632,3.5
503,2,Comedy,6,601,4.33
503,3,Crime,4,513,4.75
504,1,Horror,17,1651,3.82
504,2,Thriller,9,730,3.11
504,3,Romance,7,540,3.71
505,1,Drama,29,3371,3.76
505,2,Sci-Fi,20,2181,3.85
505,3,Action,13,1405,4.15
506,1,Crime,10,893,4.1
506,2,Comedy,4,347,3.75
506,3,Sci-Fi,2,239,3.0
507,1,Thriller,6,568,4.0
507,2,Animation,6,542,4.33
507,3,Sci-Fi,5,349,3.6
508,1,Comedy,9,956,3.67
508,2,Crime,7,623,4.14
508,3,Thriller,2,241,3.5
509,1,Comedy,9,977,4.56
509,2,Action,9,765,3.78
509,3,Crime,2,314,3.5
510,1,Horror,24,2332,3.71
510,2,Romance,10,1103,3.9
510,3,Crime,8,782,3.75
511,1,Crime,8,783,4.38
511,2,Action,8,696,4.0
511,3,Romance,5,509,4.4
512,1,Documentary,8,781,3.63
512,2,Sci-Fi,7,704,3.57
512,3,Comedy,1,122,4.0
513,1,Thriller,15,1138,3.8
513,2,Horror,3,300,2.67
513,3,Drama,2,275,3.0
514,1,Romance,11,1176,4.27
514,2,Horror,8,725,4.38
514,3,Thriller,1,100,1.0
515,1,Romance,8,839,4.38
515,2,Drama,6,692,2.83
515,3,Crime,5,342,3.8
516,1,Comedy,13,1245,3.54
516,2,Animation,5,486,4.2
516,3,Horror,5,415,4.2
517,1,Thriller,17,1632,3.71
517,2,Crime,7,933,3.14
517,3,Comedy,10,916,3.9
518,1,Action,10,1110,3.8
518,2,Comedy,10,1015,4.0
518,3,Romance,6,577,4.0
519,1,Crime,6,566,3.5
519,2,Horror,5,463,3.8
519,3,Action,5,423,3.6
520,1,Horror,12,1259,3.75
520,2,Drama,6,639,3.67
520,3,Romance,3,335,3.0
521,1,Thriller,15,1788,4.4
521,2,Action,13,1365,3.69
521,3,Drama,8,744,4.38
522,1,Documentary,10,782,3.7
522,2,Animation,5,633,4.2
522,3,Horror,3,339,3.0
523,1,Comedy,6,830,3.33
523,2,Animation,6,591,3.67
523,3,Drama,4,299,3.25
524,1,Drama,12,1178,3.92
524,2,Thriller,6,578,3.67
524,3,Animation,2,279,2.5
525,1,Documentary,10,1061,3.7
525,2,Horror,7,602,4.71
525,3,Action,2,303,3.5
526,1,Action,6,647,4.33
526,2,Animation,5,559,4.6
526,3,Horror,1,122,1.0
527,1,Thriller,6,611,4.17
527,2,Documentary,4,419,4.0
527,3,Comedy,2,221,2.0
528,1,Comedy,8,789,4.13
528,2,Sci-Fi,3,252,3.67
528,3,Romance,2,244,3.5
529,1,Horror,8,702,3.63
529,2,Action,6,601,3.67
529,3,Sci-Fi,2,200,4.5
530,1,Horror,6,578,3.67
530,2,Thriller,7,411,3.86
530,3,Comedy,2,185,2.0
531,1,Thriller,10,1141,3.6
531,2,Comedy,7,706,4.14
531,3,Action,2,225,3.0
532,1,Thriller,6,525,4.0
532,2,Comedy,4,449,4.25
532,3,Sci-Fi,5,289,3.6
533,1,Horror,7,776,4.14
533,2,Animation,6,711,4.0
533,3,Crime,5,483,5.0
534,1,Thriller,7,753,3.71
534,2,Drama,2,283,3.5
534,3,Sci-Fi,4,210,3.75
535,1,Animation,14,1206,3.36
535,2,Drama,11,1096,3.73
535,3,Thriller,11,964,3.45
536,1,Horror,7,475,3.71
536,2,Comedy,5,421,3.8
536,3,Animation,5,389,4.0
537,1,Sci-Fi,7,870,3.86
537,2,Drama,9,827,4.11
537,3,Horror,6,671,4.33
538,1,Comedy,9,836,3.0
538,2,Action,5,466,4.4
538,3,Crime,3,425,1.67
539,1,Drama,9,988,3.89
539,2,Crime,6,565,2.67
539,3,Romance,3,242,2.67
540,1,Crime,6,538,3.67
540,2,Comedy,6,417,3.67
540,3,Action,3,387,2.0
541,1,Horror,4,430,5.0
541,2,Sci-Fi,4,421,3.25
541,3,Romance,3,265,4.67
542,1,Sci-Fi,7,725,3.43
542,2,Documentary,6,394,4.0
542,3,Action,2,265,3.0
543,1,Drama,4,518,3.75
543,2,Sci-Fi,3,318,2.0
543,3,Crime,3,245,4.33
544,1,Thriller,11,1186,3.82
544,2,Crime,10,643,3.2
544,3,Horror,5,365,4.0
545,1,Horror,7,831,4.14
545,2,Documentary,4,528,3.0
545,3,Thriller,5,441,3.2
546,1,Horror,12,1090,4.33
546,2,Documentary,3,220,3.33
546,3,Romance,2,138,3.0
547,1,Documentary,15,1773,3.33
547,2,Action,7,612,3.29
547,3,Drama,5,470,4.4
548,1,Crime,9,773,3.67
548,2,Romance,8,580,4.0
548,3,Sci-Fi,4,416,4.0
549,1,Sci-Fi,17,1816,3.65
549,2,Romance,8,1047,3.88
549,3,Comedy,5,465,3.8
550,1,Animation,3,451,3.0
550,2,Horror,4,273,4.75
550,3,Documentary,2,244,3.5
