user_id,recommendation_rank,favorite_genre,show_id,title,release_year,total_sessions,total_watch_minutes,avg_rating
89,1,Horror,56,Midnight City,2017,68,6902,3.37
89,2,Horror,318,Signal Protocol 318,2018,53,5978,3.47
89,3,Horror,135,Legacy Season 135,1996,59,5939,3.66
89,4,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
89,5,Horror,23,Frontier Protocol,2019,51,5585,3.76
90,1,Action,270,Circuit Files 270,2025,57,6034,3.84
90,2,Action,104,Voyage Diaries,2002,57,5280,3.05
90,3,Action,271,Archive City 271,2010,57,5276,3.42
90,4,Action,264,Circuit Stories 264,2000,49,5275,3.65
90,5,Action,40,Legacy Protocol,2012,47,4992,3.47
91,1,Documentary,117,Horizon Run 117,2010,58,5853,3.59
91,2,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
91,3,Documentary,224,Legacy House 224,1999,55,5111,3.58
91,4,Documentary,111,Horizon City 111,2007,50,5083,3.66
91,5,Documentary,16,Witness Road,1998,49,4965,3.49
92,1,Horror,139,Circuit Run,2000,67,6192,3.64
92,2,Horror,135,Legacy Season 135,1996,59,5939,3.66
92,3,Horror,15,Empire Run,2004,56,5566,3.61
92,4,Horror,10,Empire Dreams,1996,51,5303,3.76
92,5,Horror,251,Voyage Season 251,1997,51,5121,3.49
93,1,Animation,213,Frontier Dreams 213,2020,70,7622,3.49
93,2,Animation,176,Witness City 176,2020,67,6803,3.6
93,3,Animation,134,Empire Road,1999,71,6580,3.56
93,4,Animation,39,Horizon City,2013,63,6425,3.38
93,5,Animation,171,Midnight Dreams 171,2006,64,6417,3.41
94,1,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
94,2,Documentary,222,Frontier Road 222,2025,52,5283,3.42
94,3,Documentary,111,Horizon City 111,2007,50,5083,3.66
94,4,Documentary,268,Signal Dreams 268,2016,59,5019,3.54
94,5,Documentary,300,Frontier Run 300,2002,52,4955,3.29
95,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
95,2,Documentary,117,Horizon Run 117,2010,58,5853,3.59
95,3,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
95,4,Documentary,338,Horizon Run 338,1993,57,5644,3.35
95,5,Documentary,224,Legacy House 224,1999,55,5111,3.58
96,1,Documentary,338,Horizon Run 338,1993,57,5644,3.35
96,2,Documentary,222,Frontier Road 222,2025,52,5283,3.42
96,3,Documentary,224,Legacy House 224,1999,55,5111,3.58
96,4,Documentary,165,Kingdom Road 165,2008,53,5088,3.66
96,5,Documentary,111,Horizon City 111,2007,50,5083,3.66
97,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
97,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
97,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
97,4,Thriller,254,Kingdom House 254,1992,50,4823,3.44
97,5,Thriller,232,Signal City 232,2019,49,4626,3.63
98,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
98,2,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
98,3,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
98,4,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
98,5,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
99,1,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
99,2,Documentary,338,Horizon Run 338,1993,57,5644,3.35
99,3,Documentary,222,Frontier Road 222,2025,52,5283,3.42
99,4,Documentary,165,Kingdom Road 165,2008,53,5088,3.66
99,5,Documentary,111,Horizon City 111,2007,50,5083,3.66
100,1,Animation,227,Legacy Stories,2006,78,6931,3.37
100,2,Animation,176,Witness City 176,2020,67,6803,3.6
100,3,Animation,196,Archive Dreams 196,1992,69,6770,3.33
100,4,Animation,134,Empire Road,1999,71,6580,3.56
100,5,Animation,39,Horizon City,2013,63,6425,3.38
101,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
101,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
101,3,Crime,205,Horizon Files,2018,49,5247,3.78
101,4,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
101,5,Crime,296,Voyage City 296,1998,48,5031,3.44
102,1,Romance,9,Circuit Season,2009,60,5957,3.3
102,2,Romance,57,Witness Diaries 57,2018,52,5380,3.58
102,3,Romance,97,Archive Run 97,2015,50,5249,3.52
102,4,Romance,153,Midnight Dreams 153,2005,49,5008,3.41
102,5,Romance,145,Frontier Dreams,2016,49,4738,3.45
103,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
103,2,Comedy,186,Archive House,1995,52,5033,3.58
103,3,Comedy,217,Witness Run 217,1998,52,5018,3.63
103,4,Comedy,45,Empire Run 45,2004,46,4702,3.67
103,5,Comedy,350,Empire Road 350,1999,49,4700,3.53
104,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
104,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
104,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
104,4,Thriller,254,Kingdom House 254,1992,50,4823,3.44
104,5,Thriller,232,Signal City 232,2019,49,4626,3.63
105,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
105,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
105,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
105,4,Thriller,254,Kingdom House 254,1992,50,4823,3.44
105,5,Thriller,232,Signal City 232,2019,49,4626,3.63
106,1,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
106,2,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
106,3,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
106,4,Sci-Fi,184,Pulse Dreams,2014,54,5177,3.5
106,5,Sci-Fi,298,Archive Files 298,2006,50,5108,3.58
107,1,Horror,56,Midnight City,2017,68,6902,3.37
107,2,Horror,318,Signal Protocol 318,2018,53,5978,3.47
107,3,Horror,135,Legacy Season 135,1996,59,5939,3.66
107,4,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
107,5,Horror,10,Empire Dreams,1996,51,5303,3.76
108,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
108,2,Crime,296,Voyage City 296,1998,48,5031,3.44
108,3,Crime,212,Signal Run 212,1994,48,4987,3.69
108,4,Crime,220,Signal Protocol 220,2004,46,4986,3.33
108,5,Crime,17,Witness Diaries,1992,49,4890,3.47
109,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
109,2,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
109,3,Documentary,338,Horizon Run 338,1993,57,5644,3.35
109,4,Documentary,222,Frontier Road 222,2025,52,5283,3.42
109,5,Documentary,224,Legacy House 224,1999,55,5111,3.58
110,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
110,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
110,3,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
110,4,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
110,5,Crime,296,Voyage City 296,1998,48,5031,3.44
111,1,Romance,61,Frontier City 61,2017,64,6568,3.19
111,2,Romance,57,Witness Diaries 57,2018,52,5380,3.58
111,3,Romance,97,Archive Run 97,2015,50,5249,3.52
111,4,Romance,145,Frontier Dreams,2016,49,4738,3.45
111,5,Romance,308,Witness Diaries 308,2000,44,4693,3.73
112,1,Animation,227,Legacy Stories,2006,78,6931,3.37
112,2,Animation,176,Witness City 176,2020,67,6803,3.6
112,3,Animation,196,Archive Dreams 196,1992,69,6770,3.33
112,4,Animation,134,Empire Road,1999,71,6580,3.56
112,5,Animation,76,Pulse House,2025,74,6545,3.62
113,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
113,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
113,3,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
113,4,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
113,5,Sci-Fi,184,Pulse Dreams,2014,54,5177,3.5
114,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
114,2,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
114,3,Comedy,186,Archive House,1995,52,5033,3.58
114,4,Comedy,217,Witness Run 217,1998,52,5018,3.63
114,5,Comedy,45,Empire Run 45,2004,46,4702,3.67
115,1,Romance,9,Circuit Season,2009,60,5957,3.3
115,2,Romance,97,Archive Run 97,2015,50,5249,3.52
115,3,Romance,243,Pulse House 243,2005,49,5160,3.61
115,4,Romance,153,Midnight Dreams 153,2005,49,5008,3.41
115,5,Romance,115,Kingdom Run,2019,40,4437,3.48
116,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
116,2,Documentary,117,Horizon Run 117,2010,58,5853,3.59
116,3,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
116,4,Documentary,165,Kingdom Road 165,2008,53,5088,3.66
116,5,Documentary,111,Horizon City 111,2007,50,5083,3.66
117,1,Horror,56,Midnight City,2017,68,6902,3.37
117,2,Horror,139,Circuit Run,2000,67,6192,3.64
117,3,Horror,15,Empire Run,2004,56,5566,3.61
117,4,Horror,119,Horizon Diaries 119,2011,48,5117,3.75
117,5,Horror,177,Witness Files,1994,55,5018,3.51
118,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
118,2,Documentary,338,Horizon Run 338,1993,57,5644,3.35
118,3,Documentary,222,Frontier Road 222,2025,52,5283,3.42
118,4,Documentary,165,Kingdom Road 165,2008,53,5088,3.66
118,5,Documentary,268,Signal Dreams 268,2016,59,5019,3.54
119,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
119,2,Comedy,305,Frontier Dreams 305,2007,49,5190,3.57
119,3,Comedy,186,Archive House,1995,52,5033,3.58
119,4,Comedy,217,Witness Run 217,1998,52,5018,3.63
119,5,Comedy,45,Empire Run 45,2004,46,4702,3.67
120,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
120,2,Comedy,305,Frontier Dreams 305,2007,49,5190,3.57
120,3,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
120,4,Comedy,186,Archive House,1995,52,5033,3.58
120,5,Comedy,217,Witness Run 217,1998,52,5018,3.63
121,1,Documentary,117,Horizon Run 117,2010,58,5853,3.59
121,2,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
121,3,Documentary,338,Horizon Run 338,1993,57,5644,3.35
121,4,Documentary,222,Frontier Road 222,2025,52,5283,3.42
121,5,Documentary,224,Legacy House 224,1999,55,5111,3.58
122,1,Horror,135,Legacy Season 135,1996,59,5939,3.66
122,2,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
122,3,Horror,23,Frontier Protocol,2019,51,5585,3.76
122,4,Horror,15,Empire Run,2004,56,5566,3.61
122,5,Horror,10,Empire Dreams,1996,51,5303,3.76
123,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
123,2,Documentary,117,Horizon Run 117,2010,58,5853,3.59
123,3,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
123,4,Documentary,338,Horizon Run 338,1993,57,5644,3.35
123,5,Documentary,165,Kingdom Road 165,2008,53,5088,3.66
124,1,Horror,139,Circuit Run,2000,67,6192,3.64
124,2,Horror,10,Empire Dreams,1996,51,5303,3.76
124,3,Horror,119,Horizon Diaries 119,2011,48,5117,3.75
124,4,Horror,64,Pulse Protocol,2015,52,4922,3.42
124,5,Horror,226,Kingdom Stories 226,1991,51,4788,3.61
125,1,Action,13,Frontier Stories 13,1993,61,6280,3.62
125,2,Action,294,Frontier Run 294,2011,65,6237,3.55
125,3,Action,336,Midnight Dreams 336,1991,62,6132,3.6
125,4,Action,122,Voyage House 122,2013,61,6103,3.39
125,5,Action,270,Circuit Files 270,2025,57,6034,3.84
126,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
126,2,Comedy,305,Frontier Dreams 305,2007,49,5190,3.57
126,3,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
126,4,Comedy,186,Archive House,1995,52,5033,3.58
126,5,Comedy,350,Empire Road 350,1999,49,4700,3.53
127,1,Comedy,305,Frontier Dreams 305,2007,49,5190,3.57
127,2,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
127,3,Comedy,186,Archive House,1995,52,5033,3.58
127,4,Comedy,217,Witness Run 217,1998,52,5018,3.63
127,5,Comedy,45,Empire Run 45,2004,46,4702,3.67
128,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
128,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
128,3,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
128,4,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
128,5,Crime,296,Voyage City 296,1998,48,5031,3.44
129,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
129,2,Documentary,117,Horizon Run 117,2010,58,5853,3.59
129,3,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
129,4,Documentary,338,Horizon Run 338,1993,57,5644,3.35
129,5,Documentary,222,Frontier Road 222,2025,52,5283,3.42
130,1,Horror,139,Circuit Run,2000,67,6192,3.64
130,2,Horror,318,Signal Protocol 318,2018,53,5978,3.47
130,3,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
130,4,Horror,15,Empire Run,2004,56,5566,3.61
130,5,Horror,10,Empire Dreams,1996,51,5303,3.76
131,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
131,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
131,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
131,4,Thriller,254,Kingdom House 254,1992,50,4823,3.44
131,5,Thriller,232,Signal City 232,2019,49,4626,3.63
132,1,Drama,246,Frontier House 246,1996,42,4743,3.57
132,2,Drama,283,Voyage Season 283,2005,37,3842,3.49
132,3,Drama,27,Frontier House 27,2013,33,3304,3.7
132,4,Drama,48,Frontier Files 48,1991,35,3255,3.74
132,5,Drama,330,Signal Protocol 330,2024,29,3203,3.59
133,1,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
133,2,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
133,3,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
133,4,Sci-Fi,91,Empire Files,2008,56,5168,3.38
133,5,Sci-Fi,298,Archive Files 298,2006,50,5108,3.58
134,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
134,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
134,3,Crime,205,Horizon Files,2018,49,5247,3.78
134,4,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
134,5,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
135,1,Action,101,Empire Dreams 101,2023,66,6436,3.17
135,2,Action,13,Frontier Stories 13,1993,61,6280,3.62
135,3,Action,294,Frontier Run 294,2011,65,6237,3.55
135,4,Action,2,Signal Road,2001,55,5899,3.75
135,5,Action,160,Voyage Run 160,1997,58,5748,3.67
136,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
136,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
136,3,Crime,205,Horizon Files,2018,49,5247,3.78
136,4,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
136,5,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
137,1,Documentary,338,Horizon Run 338,1993,57,5644,3.35
137,2,Documentary,222,Frontier Road 222,2025,52,5283,3.42
137,3,Documentary,224,Legacy House 224,1999,55,5111,3.58
137,4,Documentary,268,Signal Dreams 268,2016,59,5019,3.54
137,5,Documentary,121,Midnight Road,2018,55,4929,3.24
138,1,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
138,2,Comedy,186,Archive House,1995,52,5033,3.58
138,3,Comedy,45,Empire Run 45,2004,46,4702,3.67
138,4,Comedy,263,Kingdom City 263,2004,42,4426,3.9
138,5,Comedy,249,Kingdom House 249,2025,45,4240,3.47
139,1,Crime,205,Horizon Files,2018,49,5247,3.78
139,2,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
139,3,Crime,296,Voyage City 296,1998,48,5031,3.44
139,4,Crime,212,Signal Run 212,1994,48,4987,3.69
139,5,Crime,137,Midnight Protocol 137,1998,45,4798,3.56
140,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
140,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
140,3,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
140,4,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
140,5,Sci-Fi,184,Pulse Dreams,2014,54,5177,3.5
141,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
141,2,Documentary,117,Horizon Run 117,2010,58,5853,3.59
141,3,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
141,4,Documentary,338,Horizon Run 338,1993,57,5644,3.35
141,5,Documentary,224,Legacy House 224,1999,55,5111,3.58
142,1,Animation,213,Frontier Dreams 213,2020,70,7622,3.49
142,2,Animation,227,Legacy Stories,2006,78,6931,3.37
142,3,Animation,176,Witness City 176,2020,67,6803,3.6
142,4,Animation,76,Pulse House,2025,74,6545,3.62
142,5,Animation,171,Midnight Dreams 171,2006,64,6417,3.41
143,1,Animation,209,Empire Diaries 209,1998,78,7841,3.45
143,2,Animation,213,Frontier Dreams 213,2020,70,7622,3.49
143,3,Animation,227,Legacy Stories,2006,78,6931,3.37
143,4,Animation,196,Archive Dreams 196,1992,69,6770,3.33
143,5,Animation,171,Midnight Dreams 171,2006,64,6417,3.41
144,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
144,2,Documentary,338,Horizon Run 338,1993,57,5644,3.35
144,3,Documentary,222,Frontier Road 222,2025,52,5283,3.42
144,4,Documentary,121,Midnight Road,2018,55,4929,3.24
144,5,Documentary,260,Voyage City,2009,47,4884,3.7
145,1,Action,13,Frontier Stories 13,1993,61,6280,3.62
145,2,Action,294,Frontier Run 294,2011,65,6237,3.55
145,3,Action,336,Midnight Dreams 336,1991,62,6132,3.6
145,4,Action,270,Circuit Files 270,2025,57,6034,3.84
145,5,Action,324,Circuit Road 324,1992,58,5867,3.45
146,1,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
146,2,Documentary,338,Horizon Run 338,1993,57,5644,3.35
146,3,Documentary,224,Legacy House 224,1999,55,5111,3.58
146,4,Documentary,111,Horizon City 111,2007,50,5083,3.66
146,5,Documentary,16,Witness Road,1998,49,4965,3.49
147,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
147,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
147,3,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
147,4,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
147,5,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
148,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
148,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
148,3,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
148,4,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
148,5,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
149,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
149,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
149,3,Crime,205,Horizon Files,2018,49,5247,3.78
149,4,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
149,5,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
150,1,Horror,56,Midnight City,2017,68,6902,3.37
150,2,Horror,318,Signal Protocol 318,2018,53,5978,3.47
150,3,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
150,4,Horror,23,Frontier Protocol,2019,51,5585,3.76
150,5,Horror,15,Empire Run,2004,56,5566,3.61
151,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
151,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
151,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
151,4,Thriller,232,Signal City 232,2019,49,4626,3.63
151,5,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
152,1,Drama,246,Frontier House 246,1996,42,4743,3.57
152,2,Drama,283,Voyage Season 283,2005,37,3842,3.49
152,3,Drama,80,Kingdom Dreams,1991,34,3379,3.59
152,4,Drama,27,Frontier House 27,2013,33,3304,3.7
152,5,Drama,48,Frontier Files 48,1991,35,3255,3.74
153,1,Drama,283,Voyage Season 283,2005,37,3842,3.49
153,2,Drama,80,Kingdom Dreams,1991,34,3379,3.59
153,3,Drama,27,Frontier House 27,2013,33,3304,3.7
153,4,Drama,48,Frontier Files 48,1991,35,3255,3.74
153,5,Drama,330,Signal Protocol 330,2024,29,3203,3.59
154,1,Romance,108,Signal City,2018,60,6327,3.4
154,2,Romance,9,Circuit Season,2009,60,5957,3.3
154,3,Romance,57,Witness Diaries 57,2018,52,5380,3.58
154,4,Romance,243,Pulse House 243,2005,49,5160,3.61
154,5,Romance,153,Midnight Dreams 153,2005,49,5008,3.41
155,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
155,2,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
155,3,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
155,4,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
155,5,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
156,1,Horror,56,Midnight City,2017,68,6902,3.37
156,2,Horror,318,Signal Protocol 318,2018,53,5978,3.47
156,3,Horror,135,Legacy Season 135,1996,59,5939,3.66
156,4,Horror,15,Empire Run,2004,56,5566,3.61
156,5,Horror,14,Kingdom City,2008,51,5242,3.73
157,1,Drama,246,Frontier House 246,1996,42,4743,3.57
157,2,Drama,283,Voyage Season 283,2005,37,3842,3.49
157,3,Drama,80,Kingdom Dreams,1991,34,3379,3.59
157,4,Drama,27,Frontier House 27,2013,33,3304,3.7
157,5,Drama,67,Witness City 67,1995,32,3248,3.88
158,1,Action,101,Empire Dreams 101,2023,66,6436,3.17
158,2,Action,13,Frontier Stories 13,1993,61,6280,3.62
158,3,Action,294,Frontier Run 294,2011,65,6237,3.55
158,4,Action,336,Midnight Dreams 336,1991,62,6132,3.6
158,5,Action,122,Voyage House 122,2013,61,6103,3.39
159,1,Romance,61,Frontier City 61,2017,64,6568,3.19
159,2,Romance,9,Circuit Season,2009,60,5957,3.3
159,3,Romance,97,Archive Run 97,2015,50,5249,3.52
159,4,Romance,243,Pulse House 243,2005,49,5160,3.61
159,5,Romance,308,Witness Diaries 308,2000,44,4693,3.73
160,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
160,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
160,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
160,4,Thriller,232,Signal City 232,2019,49,4626,3.63
160,5,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
161,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
161,2,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
161,3,Crime,296,Voyage City 296,1998,48,5031,3.44
161,4,Crime,212,Signal Run 212,1994,48,4987,3.69
161,5,Crime,220,Signal Protocol 220,2004,46,4986,3.33
162,1,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
162,2,Comedy,217,Witness Run 217,1998,52,5018,3.63
162,3,Comedy,45,Empire Run 45,2004,46,4702,3.67
162,4,Comedy,350,Empire Road 350,1999,49,4700,3.53
162,5,Comedy,263,Kingdom City 263,2004,42,4426,3.9
163,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
163,2,Crime,205,Horizon Files,2018,49,5247,3.78
163,3,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
163,4,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
163,5,Crime,296,Voyage City 296,1998,48,5031,3.44
164,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
164,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
164,3,Crime,205,Horizon Files,2018,49,5247,3.78
164,4,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
164,5,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
165,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
165,2,Comedy,305,Frontier Dreams 305,2007,49,5190,3.57
165,3,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
165,4,Comedy,217,Witness Run 217,1998,52,5018,3.63
165,5,Comedy,45,Empire Run 45,2004,46,4702,3.67
166,1,Action,101,Empire Dreams 101,2023,66,6436,3.17
166,2,Action,336,Midnight Dreams 336,1991,62,6132,3.6
166,3,Action,122,Voyage House 122,2013,61,6103,3.39
166,4,Action,270,Circuit Files 270,2025,57,6034,3.84
166,5,Action,2,Signal Road,2001,55,5899,3.75
167,1,Documentary,117,Horizon Run 117,2010,58,5853,3.59
167,2,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
167,3,Documentary,338,Horizon Run 338,1993,57,5644,3.35
167,4,Documentary,222,Frontier Road 222,2025,52,5283,3.42
167,5,Documentary,224,Legacy House 224,1999,55,5111,3.58
168,1,Horror,56,Midnight City,2017,68,6902,3.37
168,2,Horror,139,Circuit Run,2000,67,6192,3.64
168,3,Horror,318,Signal Protocol 318,2018,53,5978,3.47
168,4,Horror,135,Legacy Season 135,1996,59,5939,3.66
168,5,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
169,1,Romance,9,Circuit Season,2009,60,5957,3.3
169,2,Romance,97,Archive Run 97,2015,50,5249,3.52
169,3,Romance,243,Pulse House 243,2005,49,5160,3.61
169,4,Romance,145,Frontier Dreams,2016,49,4738,3.45
169,5,Romance,308,Witness Diaries 308,2000,44,4693,3.73
170,1,Thriller,133,Signal Road 133,2021,48,5039,3.52
170,2,Thriller,199,Voyage Protocol 199,2007,46,4517,3.63
170,3,Thriller,66,Witness Season 66,1999,45,4510,3.36
170,4,Thriller,323,Circuit Stories 323,1990,46,4490,3.63
170,5,Thriller,65,Pulse Diaries 65,2010,44,4350,3.7
171,1,Romance,108,Signal City,2018,60,6327,3.4
171,2,Romance,9,Circuit Season,2009,60,5957,3.3
171,3,Romance,97,Archive Run 97,2015,50,5249,3.52
171,4,Romance,243,Pulse House 243,2005,49,5160,3.61
171,5,Romance,153,Midnight Dreams 153,2005,49,5008,3.41
172,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
172,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
172,3,Crime,205,Horizon Files,2018,49,5247,3.78
172,4,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
172,5,Crime,296,Voyage City 296,1998,48,5031,3.44
173,1,Action,101,Empire Dreams 101,2023,66,6436,3.17
173,2,Action,13,Frontier Stories 13,1993,61,6280,3.62
173,3,Action,122,Voyage House 122,2013,61,6103,3.39
173,4,Action,270,Circuit Files 270,2025,57,6034,3.84
173,5,Action,2,Signal Road,2001,55,5899,3.75
174,1,Animation,209,Empire Diaries 209,1998,78,7841,3.45
174,2,Animation,227,Legacy Stories,2006,78,6931,3.37
174,3,Animation,196,Archive Dreams 196,1992,69,6770,3.33
174,4,Animation,76,Pulse House,2025,74,6545,3.62
174,5,Animation,39,Horizon City,2013,63,6425,3.38
175,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
175,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
175,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
175,4,Thriller,232,Signal City 232,2019,49,4626,3.63
175,5,Thriller,199,Voyage Protocol 199,2007,46,4517,3.63
176,1,Action,13,Frontier Stories 13,1993,61,6280,3.62
176,2,Action,294,Frontier Run 294,2011,65,6237,3.55
176,3,Action,122,Voyage House 122,2013,61,6103,3.39
176,4,Action,2,Signal Road,2001,55,5899,3.75
176,5,Action,278,Frontier Diaries 278,2024,62,5704,3.21
177,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
177,2,Documentary,117,Horizon Run 117,2010,58,5853,3.59
177,3,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
